DateTime, Sensor, Temperature (Celcius), Pressure (hPa)
2017-08-08 00:00:20 +0800, BMP280, 28.310486, 1005.260681
2017-08-08 00:00:50 +0800, BMP280, 28.315470, 1005.252869
2017-08-08 00:01:20 +0800, BMP280, 28.324440, 1005.224609
2017-08-08 00:01:50 +0800, BMP280, 28.293539, 1005.264648
2017-08-08 00:02:20 +0800, BMP280, 28.333410, 1005.234375
2017-08-08 00:02:50 +0800, BMP280, 28.359327, 1005.272949
2017-08-08 00:03:20 +0800, BMP280, 28.367300, 1005.259338
2017-08-08 00:03:50 +0800, BMP280, 28.382252, 1005.290100
2017-08-08 00:04:20 +0800, BMP280, 28.407171, 1005.250793
2017-08-08 00:04:50 +0800, BMP280, 28.392220, 1005.296082
2017-08-08 00:05:20 +0800, BMP280, 28.379263, 1005.285095
2017-08-08 00:05:50 +0800, BMP280, 28.376272, 1005.301758
2017-08-08 00:06:20 +0800, BMP280, 28.379263, 1005.301392
2017-08-08 00:06:50 +0800, BMP280, 28.360323, 1005.296509
2017-08-08 00:07:21 +0800, BMP280, 28.324440, 1005.278992
2017-08-08 00:07:51 +0800, BMP280, 28.339392, 1005.222900
2017-08-08 00:08:21 +0800, BMP280, 28.353346, 1005.224792
2017-08-08 00:08:51 +0800, BMP280, 28.370291, 1005.280701
2017-08-08 00:09:21 +0800, BMP280, 28.352350, 1005.261169
2017-08-08 00:09:51 +0800, BMP280, 28.349360, 1005.234314
2017-08-08 00:10:21 +0800, BMP280, 28.343378, 1005.196899
2017-08-08 00:10:51 +0800, BMP280, 28.331417, 1005.182068
2017-08-08 00:11:21 +0800, BMP280, 28.325436, 1005.199097
2017-08-08 00:11:51 +0800, BMP280, 28.349360, 1005.196167
2017-08-08 00:12:21 +0800, BMP280, 28.355339, 1005.206360
2017-08-08 00:12:51 +0800, BMP280, 28.362316, 1005.196350
2017-08-08 00:13:21 +0800, BMP280, 28.379263, 1005.208862
2017-08-08 00:13:51 +0800, BMP280, 28.385242, 1005.240723
2017-08-08 00:14:21 +0800, BMP280, 28.364311, 1005.237915
2017-08-08 00:14:51 +0800, BMP280, 28.352350, 1005.272095
2017-08-08 00:15:21 +0800, BMP280, 28.367300, 1005.226624
2017-08-08 00:15:51 +0800, BMP280, 28.331417, 1005.258240
2017-08-08 00:16:21 +0800, BMP280, 28.273605, 1005.236145
2017-08-08 00:16:51 +0800, BMP280, 28.240711, 1005.294617
2017-08-08 00:17:21 +0800, BMP280, 28.257656, 1005.279846
2017-08-08 00:17:51 +0800, BMP280, 28.245695, 1005.330322
2017-08-08 00:18:21 +0800, BMP280, 28.250679, 1005.327942
2017-08-08 00:18:51 +0800, BMP280, 28.265631, 1005.347839
2017-08-08 00:19:21 +0800, BMP280, 28.286562, 1005.318054
2017-08-08 00:19:51 +0800, BMP280, 28.264633, 1005.346252
2017-08-08 00:20:21 +0800, BMP280, 28.263638, 1005.360840
2017-08-08 00:20:51 +0800, BMP280, 28.238718, 1005.362061
2017-08-08 00:21:21 +0800, BMP280, 28.181902, 1005.363464
2017-08-08 00:21:51 +0800, BMP280, 28.203831, 1005.400757
2017-08-08 00:22:21 +0800, BMP280, 28.207817, 1005.418457
2017-08-08 00:22:51 +0800, BMP280, 28.181902, 1005.406982
2017-08-08 00:23:21 +0800, BMP280, 28.181902, 1005.379761
2017-08-08 00:23:51 +0800, BMP280, 28.171934, 1005.384583
2017-08-08 00:24:21 +0800, BMP280, 28.173927, 1005.398865
2017-08-08 00:24:51 +0800, BMP280, 28.194860, 1005.396423
2017-08-08 00:25:21 +0800, BMP280, 28.220776, 1005.396851
2017-08-08 00:25:51 +0800, BMP280, 28.221773, 1005.420349
2017-08-08 00:26:21 +0800, BMP280, 28.196854, 1005.383484
2017-08-08 00:26:51 +0800, BMP280, 28.181902, 1005.428833
2017-08-08 00:27:21 +0800, BMP280, 28.181902, 1005.428833
2017-08-08 00:27:52 +0800, BMP280, 28.205824, 1005.463989
2017-08-08 00:28:22 +0800, BMP280, 28.181902, 1005.428772
2017-08-08 00:28:52 +0800, BMP280, 28.143028, 1005.438904
2017-08-08 00:29:22 +0800, BMP280, 28.150005, 1005.466980
2017-08-08 00:29:52 +0800, BMP280, 28.124090, 1005.499268
2017-08-08 00:30:22 +0800, BMP280, 28.145021, 1005.523926
2017-08-08 00:30:52 +0800, BMP280, 28.164957, 1005.519714
2017-08-08 00:31:22 +0800, BMP280, 28.161966, 1005.498291
2017-08-08 00:31:52 +0800, BMP280, 28.156982, 1005.511536
2017-08-08 00:32:22 +0800, BMP280, 28.172932, 1005.527832
2017-08-08 00:32:52 +0800, BMP280, 28.175922, 1005.516541
2017-08-08 00:33:22 +0800, BMP280, 28.174925, 1005.493103
2017-08-08 00:33:52 +0800, BMP280, 28.147015, 1005.505554
2017-08-08 00:34:22 +0800, BMP280, 28.151999, 1005.513977
2017-08-08 00:34:52 +0800, BMP280, 28.156982, 1005.511536
2017-08-08 00:35:22 +0800, BMP280, 28.151999, 1005.503052
2017-08-08 00:35:52 +0800, BMP280, 28.101164, 1005.503784
2017-08-08 00:36:22 +0800, BMP280, 28.061293, 1005.479614
2017-08-08 00:36:52 +0800, BMP280, 28.011456, 1005.471008
2017-08-08 00:37:22 +0800, BMP280, 28.003481, 1005.479248
2017-08-08 00:37:52 +0800, BMP280, 27.946665, 1005.475220
2017-08-08 00:38:22 +0800, BMP280, 27.974575, 1005.479126
2017-08-08 00:38:52 +0800, BMP280, 28.069267, 1005.471436
2017-08-08 00:39:22 +0800, BMP280, 28.139042, 1005.491943
2017-08-08 00:39:52 +0800, BMP280, 28.222769, 1005.476440
2017-08-08 00:40:22 +0800, BMP280, 28.323442, 1005.446106
2017-08-08 00:40:52 +0800, BMP280, 28.392220, 1005.486694
2017-08-08 00:41:22 +0800, BMP280, 28.482925, 1005.472046
2017-08-08 00:41:52 +0800, BMP280, 28.542732, 1005.464722
2017-08-08 00:42:22 +0800, BMP280, 28.554693, 1005.512268
2017-08-08 00:42:52 +0800, BMP280, 28.595562, 1005.521790
2017-08-08 00:43:22 +0800, BMP280, 28.673309, 1005.517700
2017-08-08 00:43:52 +0800, BMP280, 28.735109, 1005.546448
2017-08-08 00:44:22 +0800, BMP280, 28.754047, 1005.507751
2017-08-08 00:44:52 +0800, BMP280, 28.763020, 1005.555786
2017-08-08 00:45:22 +0800, BMP280, 28.669323, 1005.527283
2017-08-08 00:45:52 +0800, BMP280, 28.584597, 1005.546753
